Fecha,Aceites lubricantes,Asfalto ,Bunker,Ceras,Combustible turbo jet,Diesel bajo azufre,Diesel ultra bajo azufre,Gas licuado de petróleo,Gasolina de aviación,Gasolina regular,Gasolina superior,Grasas lubricantes,Kerosina,Mezclas oleosas,Naftas,Petcoke,Petróleo crudo,Solventes,Butano,Diesel alto azufre,MTBE,Orimulsión,Petróleo reconstituido,Total importación
2021-11-01,27112.87,5428.57,70030.27,310.23,39207.43,1029780.8,0.0,524186.5,1731.86,692267.31,623392.63,340.01,0.0,887.73,162.26,263869.47,0.0,21329.7,0.0,0.0,0,0.0,0,3300037.6399999997
2021-12-01,25260.1,4503.81,208358.64,279.14,80357.56,1294042.31,0.0,679415.09,0.0,785313.56,640981.15,266.64,0.0,2212.32,1.04,264644.14,0.0,18835.04,0.0,0.0,0,0.0,0,4004470.54
2022-01-01,23369.809999999998,3714.29,88967.70999999999,429.11,45177.6,1438571.28,4000.0,657185.7405,24251.44,848902.97,947226.27,6903.3200000000015,0.0,2669.51,1.59,579700.89,1014.29,799.03,0.0,0.0,0,0.0,0,4672884.8505
2022-02-01,30737.350000000006,5046.42,75860.5,690.8399999999999,49143.86,1217495.31,0.0,673218.3012999999,0.0,723925.74,673653.8,1611.77845,0.0,1836.51,0.07,524685.89,1005.96,13256.25,0.0,0.0,0,0.0,0,3992168.5797499996
2022-03-01,30889.175000000003,5247.62,166928.38,255.31,101583.78,1246975.12,15098.98,713553.4386,1845.88,772406.1,592318.21,9837.355900000002,0.0,3969.56,360.06,882244.12,4115.91,4104.41,0.0,0.0,0,0.0,0,4551733.4095
2022-04-01,29981.760000000002,2333.68,307291.31,412.19,56182.729999999996,1284453.73,4034.55,693964.4,0.0,906104.05,493958.31999999995,5125.908,0.0,2433.83,414.40999999999997,527111.79,0.0,1454.76,0.0,0.0,0,0.0,0,4315257.418
2022-05-01,35466.48552100001,5298.67,73435.93999999999,403.17,62999.86,1306786.77,9040.11,667272.19,0.0,762776.12,663348.9400000001,8044.9400000000005,0.0,1417.46,513.83,245972.0,0.0,13787.339999999998,0.0,0.0,0,0.0,0,3856563.8255209997
2022-06-01,34937.44000000001,5571.42,196263.91000000003,395.85,99190.1,1032070.53,24651.72,265773.77,0.0,641348.46,556311.96,1734.6699999999998,0.0,2124.98,0.5,527653.4,828.7,6741.2300000000005,0.0,0.0,0,0.0,0,3395598.64
2022-07-01,27423.739999999998,5231.099999999999,86469.36,286.0,55357.83,1116548.97,25727.21,717652.72,1301.96,987872.05,611115.01,4282.76,0.0,2724.66,256.92,0.0,1604.92,10938.759999999998,0.0,0.0,0,0.0,0,3654793.9699999997
2022-08-01,28517.519335,7714.29,83286.93999999999,25.71,84499.18,1299910.96,0.0,735253.72,13624.43,657942.72,378627.69,3960.9330000000004,0.0,2319.45,0.0,872599.58,2090.11,11961.93,0.0,0.0,0,0.0,0,4182335.1623350005
2022-09-01,22099.260000000002,9110.51,155992.58,13.1,41793.59,1077517.9000000001,4983.86,421303.205,529.05,869579.64,551589.72,7431.399,0.0,3425.9700000000003,0.0,0.0,2264.37,863.08,0.0,0.0,0,0.0,0,3168497.2340000006
2022-10-01,22298.634289999998,5157.5,57422.2,510.38,95299.93,980527.0800000001,11260.59,717849.2452,0.0,718920.2,529832.42,5039.05,0.0,2665.57,1.26,771601.46,1255.96,11141.07,0.0,0.0,0,0.0,0,3930782.549489999
2022-11-01,22426.83,7548.75,155269.41,0.0,55258.65,1136760.55,9941.91,691237.42,0.0,754135.8599999999,595870.42,9769.410000000002,0.0,2338.2799999999997,43.09,684517.29,1431.0,15257.34,0.0,0.0,0,0.0,0,4141806.2099999995
2022-12-01,23211.020794,8157.14,223806.31,13.0,60626.659999999996,1082107.6400000001,9888.12,671444.6052,2335.55,841323.98,602458.3,8196.93625,0.0,2710.39,380.64,275120.84,0.0,1843.78,0.0,0.0,0,0.0,0,3813624.9122439995
2023-01-01,25028.49,11654.23,132458.17,7.86,65808.97,1442099.08,45074.97,497780.69,0.0,909391.13,578792.14,2240.05,0.0,3247.22,6.32,0.0,215.0,4491.66,0.0,0.0,0,0.0,0,3718295.98
2023-02-01,23565.09,16542.56,123451.93,152.0,154166.84,1267967.39,0.0,652984.71,24776.42,725101.2,685183.06,288.59,0.0,2439.59,248.44,870158.29,212.9,21630.09,0.0,0.0,0,0.0,0,4568869.1
2023-03-01,30789.61,13751.26,149590.82,,66515.19,1317519.91,4985.21,711978.35,0.0,803262.67,633849.05,497.5,0.0,4212.34,330.59,249231.0,1474.0,12599.78,0.0,0.0,0,0.0,0,4000587.28
2023-04-01,26953.86,28162.91,134010.55,86.43,123298.87,1417182.73,21503.98,647666.3,1840.46,922032.39,572201.36,386.21,0.0,1713.96,40.0,0.0,1811.06,19941.64,0.0,0.0,0,0.0,0,3918832.71
2023-05-01,31785.11,27251.87,234819.33,6.0,94150.63,1428099.62,15047.82,713348.99,0.0,947633.29,668478.73,623.67,0.0,2727.5,260.39,525292.8,621.0,16858.33,0.0,0.0,0,0.0,0,4707005.08
2023-06-01,23463.06,24002.61,328622.59,84.53,71657.93,1278824.18,0.0,285817.78,353.12,831466.44,639685.8,452.32,0.0,2389.65,40.0,260737.0,403.0,6274.03,0.0,0.0,0,0.0,0,3754274.0399999996
2023-07-01,31118.1,18629.8,296415.77,97.67,74719.21,1113086.84,0.0,1077122.75,0.0,830098.86,562498.09,70.83,0.0,3254.81,298.47,614753.75,3015.0,24765.01,0.0,0.0,0,0.0,0,4649944.96
2023-08-01,29629.5,8705.86,172072.23,137.81,81075.68,1075379.76,5059.9,274973.63,0.0,801621.75,669240.21,477.65,0.0,1993.96,390.82,534677.81,0.0,14962.51,0.0,0.0,0,0.0,0,3670399.0799999996
2023-09-01,26932.62,13642.58,67022.82,351.88,99197.26,1242719.42,25049.6,591711.91,2780.09,762592.3,586145.3,425.2,0.0,2602.92,253.04,259958.0,2226.0,7065.47,0.0,0.0,0,0.0,0,3690676.4100000006
2023-10-01,25719.44,7680.11,115876.52,55.0,52257.83,834686.02,5027.17,673581.15,7202.7,928439.18,652149.45,10.14,0.0,2438.05,40.19,395893.0,632.0,15084.52,0.0,0.0,0,0.0,0,3716772.47
2023-11-01,27025.85,11353.21,146036.2,6.86,72479.4,1348739.16,19959.8,578797.45,0.0,839290.02,682060.84,656.66,0.0,2742.53,80.35,505238.39,3715.0,11089.62,0.0,0.0,0,0.0,0,4249271.34
2023-12-01,26971.61,9898.92,325555.62,13.31,104724.64,1509634.28,22953.87,692182.03,2777.45,763754.27,571924.92,202.91,0.0,1600.66,0.12,596212.63,3190.0,21033.99,0.0,0.0,0,0.0,0,4652631.230000001
2024-01-01,26693.78,7837.29,98537.34,105.62,101415.5,1409097.15,6710.98,701570.8,0.0,914133.32,712333.33,332.39,0.0,2879.59,123.6,264918.62,0.0,15383.87,0.0,0.0,0,0.0,0,4262073.18
2024-02-01,21374.61,5313.11,264184.03,95.09,87352.1,1236861.75,4639.33,916541.7,5978.37,740662.25,650360.11,280.11,0.0,3041.2,80.0,534021.57,2057.0,24524.03,0.0,0.0,0,0.0,0,4497366.36
2024-03-01,27993.04,5633.41,163119.06,0.0,105710.45,1477038.0,5007.48,675157.48,0.0,838270.93,620077.74,320.67,0.0,2205.73,263.28,523701.86,2869.0,3782.28,0.0,0.0,0,0.0,0,4451150.41
2024-04-01,37444.6,7990.99,77253.65,33.52,85752.17,1294706.12,35135.35,473940.66,3351.23,886132.77,687017.96,1094.83,0.0,2980.98,40.0,0.0,7802.0,23555.38,0.0,0.0,0,0.0,0,3624232.21
2024-05-01,32532.63,10483.78,544682.15,91.83,94606.0,1470870.09,0.0,684864.46,4970.88,939656.18,696970.3,212.24,0.0,2678.22,242.22,518800.0,3845.0,14929.21,0.0,0.0,0,0.0,0,5020435.1899999995
2024-06-01,30017.95,9407.82,252328.12,0.0,66604.07,1324033.53,25804.75,686142.95,3122.74,753130.22,597897.96,402.7,0.0,2944.23,335.17,246585.0,3366.71,15400.98,0.0,0.0,0,0.0,0,4017524.9000000004
2024-07-01,36154.5,3238.18,382897.61,70.84,102111.28,1240715.47,4885.43,643420.79,0.0,902574.53,678626.35,3242.65,0.0,2418.36,0.0,623942.39,0.0,10500.63,0.0,0.0,0,0.0,0,4634799.01
2024-08-01,30632.0,5368.59,132586.54,29.48,110592.79,1225913.63,4958.0,977405.47,0.0,827107.06,679009.42,358.19,71.43,2379.39,80.1,838116.22,165.0,9913.98,0.0,0.0,0,0.0,0,4844687.290000001
2024-09-01,22499.72,3285.69,52690.88,17.14,68512.86,1165542.44,5000.74,736729.82,9651.28,1141365.94,822168.56,1075.69,0.0,2053.71,40.0,498624.55,0.0,21410.77,0.0,0.0,0,0.0,0,4550669.789999999
2024-10-01,27571.07,3966.67,165597.43,4.29,72755.73,1393578.36,40240.99,726896.58,0.0,790347.12,782139.65,575.68,0.0,4600.69,40.0,339301.76,4506.0,12823.98,0.0,0.0,0,0.0,0,4364946.000000001
2024-11-01,28368.36,7403.83,14866.39,17.51,72467.45,1298981.28,10009.36,495109.48,0.0,832255.74,690640.92,272.92,0.0,3603.39,248.14,254682.0,4251.0,9352.2,0.0,0.0,0,0.0,0,3722529.9700000007
2024-12-01,23137.53,7170.24,25847.31,13.81,40153.29,1427328.24,77529.18,1039704.48,67382.07,879947.67,754391.09,320.25,0.0,380.96,0.0,255862.0,4350.0,18822.77,0.0,0.0,0,0.0,0,4622340.89
